J1889,J1950,J1949,J1951,J1952,MPID,J1923,J2192,J2205,J1930,J2201,J2200,J2294,J1895,J2198,J2197,J2196,J1896,J1903,J1900,J1918,J1919,J1922,J1969,J2299,J2055,J1930_A,J2295,J1986,J2203,J2202,J1896_A,J1903_A,J1900_A,J1918_A,J1919_A,J1922_A,J1969_A,J2299_A,J2055_A,J2304,J2303,J2299_B,J2301,J2302,J2304_A,J2303_A
EMR Party Id,EMR Invoice Number,EMR Invoice Date,EMR Invoice Payment Date,EMR Invoice Total,MPID,CM Month Id,Total Amount Received From Suppliers,Total Amount Payable To Capacity Providers,CMU Id,Capacity Payment Suspension Start Date,Capacity Payment Suspension End Date,Capacity Agreement,Auction Acquired Capacity Obligation,Auction Acquired Capacity Obligation Start Date,Auction Acquired Capacity Obligation End Date,Auction Acquired Capacity Obligation Effective Date,Auction Identifier,Capacity Price,Capacity Cleared Price,CM Base CPI,CM CPI,CM Monthly Weighting Factor,Monthly Capacity Payment Due,Monthly Capacity Payment Payable,Capacity Payment Suspension Flag,CMU Id PTCO,Capacity Trade ID,Physically Traded Capacity Obligation,Physically Traded Capacity Obligation Start Date,Physically Traded Capacity Obligation End Date,Auction Identifier PTCO,Capacity Price PTCO,Capacity Cleared Price PTCO,CM Base CPI PTCO,CM CPI PTCO,CM Monthly Weighting Factor PTCO,Monthly Capacity Payment Due PTCO,Monthly Capacity Payment Payable PTCO,Capacity Payment Suspension Flag PTCO,Relevant Expenditure,Relevant Benefit,Monthly Capacity Payment Payable Recovery,Recovery Period Start Date,Recovery Period End Date,Relevant Expenditure Reinstated,Relevant Benefit Reinstated
NORTHWO,67339,20260311,20260318,-2113.87,NORTHWO,202601,,,NSFL01,,,CAN-2025-NSFL01-001,1.023,20251001,20260930,20251001,T-1-2025,20000.000000,20000.000000,0.000,0.000,0.1033173,-2113.87,-2113.87,F,,,,,,,,,,,,,,,,,,,,,
